Référence	ContexteGauche	Pivot	ContexteDroit
TXM_etude_des_moeurs	vit encore, a du bien. Le	père	et le fils ont à eux deux un million, ils le
TXM_etude_des_moeurs	Bourdonnais, objet de l’ambition de son	père	, avait été destiné à la magistrature. En épousant sa femme
TXM_etude_des_moeurs	de mille écus de rente constitués par ses	père	et mère à son contrat ; mademoiselle Thirion ne lui avait pas
TXM_etude_des_moeurs	misère. La fortune de monsieur Camusot le	père	devait se faire long-temps attendre. D’ailleurs cette riche succession ne
TXM_etude_des_moeurs	Maufrigneuse, à deux puissantes familles desquelles son	père	s’appuierait, en un moment opportun, auprès du Roi.
TXM_etude_des_moeurs	, les douceurs d’un logement chez son	père	ou chez les Camusot, et tous les avantages des deux fortunes
TXM_etude_des_moeurs	aucun profit à éclairer le fils ou le	père	sur le péril de leur situation ; elle jouissait de cette comédie
TXM_etude_des_moeurs	autant plus d’empire ici, que le	père	de madame Camusot est un huissier du Cabinet du Roi, nommé
TXM_etude_des_moeurs	. Je vais aller retourner les semis au	père	Blondet. Toi, Camusot, va chez monsieur Michu pendant que
TXM_etude_des_moeurs	le petit du Ronceret, à qui ses	père	et mère donnent cinquante mille écus. Quant à Félicien, il
TXM_etude_des_moeurs	pas songer à la joie que son vieux	père	aurait à le voir. Le service du Roi avant tout.
TXM_etude_des_moeurs	. Joseph Blondet eut le siége de son	père	au Tribunal pour le reste de ses jours, mais sans aucune
TXM_etude_des_moeurs	de la misère. Du vivant de son	père	, il était impossible de marier le jeune comte avec une héritière
TXM_etude_des_moeurs	Triste et morne, il végétait entre son	père	au désespoir, qui attribuait à une maladie de langueur l’état
TXM_etude_des_moeurs	huit jours après la mort de son vieux	père	, accepta mademoiselle Duval pour femme, elle avait trois millions de
TXM_etude_des_moeurs	papiers nécessaires à mon mariage. Quand mon	père	apprit qui j’épousais, il demeura stupéfait, il ne retrouva
TXM_etude_des_moeurs	nation, pendant la Terreur, par le	père	de mademoiselle Gamard ; comme depuis vingt ans cette vieille fille y
TXM_etude_des_moeurs	abord, l'homme fut purement et simplement	père	et son cœur battit chaudement, concentré dans le rayon de sa
TXM_etude_des_moeurs	serait jugé comme un monstre, comme un	père	dénaturé, tandis qu'il obéissait tout bonnement à de mauvais penchants
TXM_etude_des_moeurs	ne succèdent pas forcément au métier de leur	père	comme chez les Égyptiens. L'amour avait aidé la vocation chez
TXM_etude_des_moeurs	un peu d'argent que lui envoyèrent ses	père	et mère, il épousa la veuve du sieur Bixiou, son
TXM_etude_des_moeurs	d'Issoudun, ne ressemblait ni à son	père	, ni à sa mère. Sa naissance avait été la cause
TXM_etude_des_moeurs	. Peu retenu, peut-être encouragé par son	père	, ce garçon, stupide en tout point, n'avait ni
TXM_etude_des_moeurs	sa mère. Jean-Jacques Rouget ressemblait à son	père	, mais en mal, et le docteur n'était pas déjà
TXM_etude_des_moeurs	la décade, et après l'arrivée du	père	qui ne se fit pas attendre. Le médecin, ravi de
TXM_etude_des_moeurs	et immeubles de monsieur et de madame Descoings	père	et mère, qui moururent à deux ans l'un de l'
TXM_etude_des_moeurs	donnaient déjà trente mille livres de rente au	père	Rouget. Après la mort de sa femme, le docteur mena
TXM_etude_des_moeurs	vie privée. Jean-Jacques Rouget, que son	père	avait fini par tenir sévèrement en en reconnaissant la sottise, resta
TXM_etude_des_moeurs	les effets de la vengeance exercée par le	père	sur une fille qu'il ne regardait pas comme la sienne,
TXM_etude_des_moeurs	. Six mois avant sa mort, le	père	Rouget avait vendu à son fils une portion de ses biens dont
TXM_etude_des_moeurs	la succession de sa mère et de son	père	. Idolâtre de l'Empereur, Bridau servit avec un dévouement de
TXM_etude_des_moeurs	où elle perdit sa mère. Quand son	père	, de qui elle se savait peu aimée, mourut, il
TXM_etude_des_moeurs	filleule qu'elle n'aurait rien de son	père	si elle n'envoyait sa procuration à monsieur Hochon. Agathe eut
TXM_etude_des_moeurs	position pour contester les actes par lesquels le	père	avait réussi à priver sa fille de sa part _légitime_. Les
TXM_etude_des_moeurs	trois ans moins âgé, ressemblait à son	père	, mais en mal. D'abord, son abondante chevelure noire
TXM_etude_des_moeurs	la société des deux veuves, ni le	père	du Bruel, ni le vieux Claparon, ni Desroches le père
TXM_etude_des_moeurs	ni le vieux Claparon, ni Desroches le	père	, ni même l'abbé Loraux, le confesseur d'Agathe,
TXM_etude_des_moeurs	bien à de la torpeur, que son	père	avait eu des inquiétudes sur lui. La capacité extraordinaire de la
TXM_etude_des_moeurs	-il tout ce que vous demanderez. --Son	père	était Chef de Division au Ministère de l'Intérieur, s'écria
TXM_etude_des_moeurs	drôles, dit le sculpteur, que son	père	m'a obligé. Tiens, Corde-à-Puits, va chercher des gâteaux
TXM_etude_des_moeurs	où, protégé par l'ombre de son	père	, il serait devenu chef de bureau à vingt-cinq ans, eh
TXM_etude_des_moeurs	, voyez où le génie a conduit son	père	! à mourir usé par le travail à quarante ans. Dans
TXM_etude_des_moeurs	Philippe parut déployer un grand caractère. --Le	père	n'eût pas mieux fait, disait -elle. La demi-solde suffisait
TXM_etude_des_moeurs	avec effusion en disant : --C'est tout son	père	. --Il a raison, dit Joseph, le Français est trop
TXM_etude_des_moeurs	étaient conviés le vieux Claparon et Desroches le	père	. Tous les amis de la maison devaient venir, et vinrent
TXM_etude_des_moeurs	, devenu par la roide volonté de son	père	licencié en Droit, fut aussi de la soirée. Du Bruel
TXM_etude_des_moeurs	plus très-bon, se trouvait mêlé, Desroches	père	, quoique son fils eût raison, lui donna tort et lui
TXM_etude_des_moeurs	qui se mourait, et l'inflexible Desroches	père	, ces sages de la Grèce furent unanimes : ils conseillèrent tous
TXM_etude_des_moeurs	amoureux-fou de Mariette. Autre nouvelle ! Le	père	Claparon est mort, on l'enterre demain, et son fils
TXM_etude_des_moeurs	de son aïeul Rouget que de son vertueux	père	. Peut-être eût -il fait un bon général ; mais, dans
TXM_etude_des_moeurs	Bruel sont morts, il nous reste le	père	Desroches qui a une bonne judiciaire, et je vais aller chez
TXM_etude_des_moeurs	, Desroches fils aimait les procès, Desroches	père	aimait la pêche à la ligne, tout le monde, disait
TXM_etude_des_moeurs	la Rouge et de la Noire. Le	père	Desroches se remue pour faire rentrer Philippe dans l'armée, et
TXM_etude_des_moeurs	injustes pour lui, dit Agathe. Ton	père	, qui adorait l'Empereur, l'eût approuvé. Mais enfin
TXM_etude_des_moeurs	: --Trois millions !... Desroches, le	père	, mis au fait des circonstances, mais avec les réticences nécessaires
TXM_etude_des_moeurs	-vous fait à grand-papa Rouget, à votre	père	, pour qu'il vous chassât et vous déshéritât ? Si vous
TXM_etude_des_moeurs	misères. Qu'avez -vous fait à votre	père	, vous qui êtes une bonne femme ? Vous voyez bien que
TXM_etude_des_moeurs	à extravaguer. Joseph, aidé par Desroches	père	qui survint, et par Bixiou, put donc transporter ce malheureux
TXM_etude_des_moeurs	ma mère, dit enfin Joseph quand Desroches	père	et Bixiou furent partis. --Oh ! s'écria la veuve,
TXM_etude_des_moeurs	la veuve, Philippe a raison : mon	père	m'a maudite. Je n'ai pas le droit de...
TXM_etude_des_moeurs	l'habitude que jadis elle avait pour le	père	. Malgré les pieux mensonges de Joseph, elle finit par savoir
TXM_etude_des_moeurs	. J'ai refait le portrait de notre	père	et celui de notre tante Descoings. J'ai fini le mien
TXM_etude_des_moeurs	. Cet avoué, sec comme défunt son	père	, à la voix aigre, au teint âpre, aux yeux
TXM_etude_des_moeurs	un ni à l'autre, car son	père	fut un charmant officier de dragons en garnison à Bourges. Néanmoins
TXM_etude_des_moeurs	des balles pour un mauvais pistolet que le	père	Gilet, le sabotier, lui avait donné. Or, pendant
TXM_etude_des_moeurs	fruits. Menacé de la guillotine par son	père	le sabotier, qui voulait sans doute se défaire de lui,
TXM_etude_des_moeurs	, il apprit la déplorable fin de son	père	et de sa mère. Comme tous les gens qui se livrent
TXM_etude_des_moeurs	à tenir leur cour plénière. Ostensiblement le	père	Cognet hébergeait les gens de la campagne aux jours de marché ;
TXM_etude_des_moeurs	hôtelier des Chevaliers de la Désœuvrance. Ce	père	Cognet, jadis palefrenier dans quelque maison riche, avait fini par
TXM_etude_des_moeurs	femme. En réunissant leurs économies, le	père	Cognet et sa femme avaient acheté cette maison pour s'y établir
TXM_etude_des_moeurs	et de ses talents en cuisine. Le	père	Cognet pouvait avoir cinquante-six ans, il était trapu, soumis à
TXM_etude_des_moeurs	en frappant d'une certaine manière, le	père	Cognet, averti par ce signal, se levait, allumait le
TXM_etude_des_moeurs	ferons -nous cette nuit ? --La charrette au	père	Fario est là, répondit -il, j'ai failli me casser
TXM_etude_des_moeurs	l'amour, la noblesse de son vrai	père	éclatait en lui. --Tu ne sais donc pas, Max,
TXM_etude_des_moeurs	Rabouilleuse, la Brazier, la gouvernante au	père	Rouget, car on l'appelle le père Rouget, ce vieux
TXM_etude_des_moeurs	père Rouget, car on l'appelle le	père	Rouget, ce vieux garçon qui n'aura jamais d'enfants !
TXM_etude_des_moeurs	vieillard... --Elle l'a bien gagnée de	père	en fils, dit le fils Goddet dans son coin. --Vous
TXM_etude_des_moeurs	plan d'épouser Flore après la mort du	père	Rouget, et qu'alors cette sœur et son fils, de
TXM_etude_des_moeurs	épouser des bergères ! --Que diable ! le	père	Lousteau a bien aimé madame Rouget, n'y a-t -il pas
TXM_etude_des_moeurs	--Et si défunt Rouget est un peu le	père	de Max, ça se passe en famille. --Les opinions sont
TXM_etude_des_moeurs	rente en fonds de terre que possédait le	père	Rouget, constituaient la passion de Gilet pour Flore Brazier, croyez
TXM_etude_des_moeurs	de son passe-partout, il rentra chez le	père	Rouget, et se coucha sans faire de bruit, en se
TXM_etude_des_moeurs	avançant en âge, le vieux médecin,	père	de Jean-Jacques et de madame Bridau, s'aperçut de la nullité
TXM_etude_des_moeurs	petite ? --Non, monsieur, et mon	père	est à l'hospice de Bourges ; il est devenu fou à
TXM_etude_des_moeurs	en te plaçant chez ce brave et digne	père	des indigents, faut lui obéir _coume_ à _mé_... sois ben
TXM_etude_des_moeurs	sujet. Jean-Jacques Rouget ne pleura point son	père	que Flore pleurait. Le vieux médecin avait rendu son fils très-malheureux
TXM_etude_des_moeurs	se demanda jusqu'où la bienfaisance de son	père	était allée. Flore, qui regarda son nouveau maître sans pouvoir
TXM_etude_des_moeurs	JEAN-JACQUES ROUGET. A la mort de son	père	, Jacques, âgé de trente-sept ans, était aussi timide et
TXM_etude_des_moeurs	GARÇON.] A la mort de son	père	, Jacques, âgé de trente-sept ans, était aussi timide et
TXM_etude_des_moeurs	jeunesse. Loin d'être jaloux de son	père	, il fut enchanté de l'éducation qu'il donnait à Flore
TXM_etude_des_moeurs	vérité... --Toute la vérité sur... mon	père	... demanda-t -il d'une voix étranglée. --Votre père, dit
TXM_etude_des_moeurs	demanda-t -il d'une voix étranglée. --Votre	père	, dit -elle en plongeant son regard dans les yeux de son
TXM_etude_des_moeurs	la main de la Rabouilleuse, puisque mon	père	ne vous était de rien. --Et, de quoi voulez -vous
TXM_etude_des_moeurs	. Dix mois après la mort de son	père	, Jean-Jacques changea complétement : son visage pâle et plombé, dégradé
TXM_etude_des_moeurs	quoi ? --Jean-Jacques a tout hérité de son	père	, même la Rabouilleuse... --Est -ce que vous ne croyez pas
TXM_etude_des_moeurs	--C'est égal, Rouget a tort, son	père	lui laisse quarante bonnes mille livres de rente, il aurait pu
TXM_etude_des_moeurs	au gouvernement de la maison Rouget, de	père	en fils, selon l'expression du fils Goddet. Maintenant il
TXM_etude_des_moeurs	sa vie. Flore avait également perdu son	père	. Elle servit donc son maître avec toute l'affection que devait
TXM_etude_des_moeurs	prêt. Telles étaient les lois que son	père	lui avait dit de toujours observer. L'usure, ce rémora
TXM_etude_des_moeurs	un humain, enfin un garçon que votre	père	a toujours pris pour son fils !... Voulez -vous savoir ce
TXM_etude_des_moeurs	que vous le savez, mais que votre	père	vous avait recommandé son pauvre Max à son lit de mort.
TXM_etude_des_moeurs	, si tu veux quitter cet imbécile de	père	Rouget, car voilà ce qu'on me disait de vous.
TXM_etude_des_moeurs	une créature excessivement fine et retorse. Le	père	Rouget se trouva très-heureux de l'impatronisation de Max au logis,
TXM_etude_des_moeurs	, politiquait et se promenait quelquefois avec le	père	Rouget. Dès que l'officier fut installé, Flore ne voulut
TXM_etude_des_moeurs	A compter de 1817, la maison du	père	Rouget fut donc composée de cinq personnes, dont trois maîtres,
TXM_etude_des_moeurs	sauver une succession si sérieusement compromise, le	père	Rouget était arrivé par degrés à un état quasi-végétatif. D'abord
TXM_etude_des_moeurs	madame Hochon, à cinquante-sept ans, le	père	Rouget semblait être plus vieux que monsieur Hochon, alors octogénaire.
TXM_etude_des_moeurs	et lui dit : --Oui, mon brave	père	Fario, je te ferai cadeau d'une magnifique charrette, si
TXM_etude_des_moeurs	n'auriez jamais mieux employé l'argent du	père	Rouget. Max pâlit, il leva son redoutable poing sur Fario
TXM_etude_des_moeurs	. Elle causa le plus violent sursaut au	père	Rouget qui, de pâle et défait, devint rouge pour un
TXM_etude_des_moeurs	la Tour d'Issoudun, à entendre votre	père	, et qui ne vous est de rien du tout, arrive
TXM_etude_des_moeurs	Max, qui put entendre la réponse du	père	Rouget, se montra tout à coup en disant d'un ton
TXM_etude_des_moeurs	ai jamais écrit à ma sœur : mon	père	m'a fait promettre de ne lui rien laisser de mon bien
TXM_etude_des_moeurs	sœur Agathe, ni ses fils. --Votre	père	avait tort, mon cher Jean-Jacques, et madame a bien plus
TXM_etude_des_moeurs	plus tort encore, répondit Max. Votre	père	avait ses raisons, il est mort, sa haine doit mourir
TXM_etude_des_moeurs	la Védie à mettre le couvert. Le	père	Rouget, plein d'admiration pour Max, le prit par les
TXM_etude_des_moeurs	en l'interrompant. Vous satisferez ainsi votre	père	et le monde... --Eh ! bien, mes chers petits amours
TXM_etude_des_moeurs	Hochon, ce qui se passait chez le	père	Rouget, et _vice versâ_, quand les rideaux étaient tirés ou
TXM_etude_des_moeurs	affaires, et surtout du refus de ses	père	et mère qui ne voulurent pas l'aider. Ces vieux Borniche
TXM_etude_des_moeurs	par la ville sur cette famille composée du	père	, de la mère et de trois enfants : les cinq Hochon
TXM_etude_des_moeurs	en bois précieux, tournés par son propre	père	qui avait la manie du _tour_. De 1770 à 1780,
TXM_etude_des_moeurs	apprendre un métier, et monsieur Lousteau le	père	, ancien premier Commis des Aides, fut tourneur, comme Louis
TXM_etude_des_moeurs	ma pauvre amie et la fortune de son	père	à ma pauvre filleule ? Max Gilet n'est pas le fils
TXM_etude_des_moeurs	arrivée de la sœur et du neveu du	père	Rouget produisit deux partis dans Issoudun : celui de la haute et
TXM_etude_des_moeurs	de l'artiste, je ressemble à mon	père	, et en laid encore ! Madame Hochon serra la main d'
TXM_etude_des_moeurs	Philippe. --Je n'ai jamais vu votre	père	, mon cher enfant, répondit à haute voix madame Hochon ;
TXM_etude_des_moeurs	conversation. --Il paraît que la sœur du	père	Rouget a eu pendant sa grossesse un regard de quelque singe,
TXM_etude_des_moeurs	elle était née, la maison de son	père	avant qu'il eût hérité de celle des Descoings, avait été
TXM_etude_des_moeurs	l'offrir. --A la ronde, mon	père	en aura ! s'écria gaiement Agathe à qui cette immuable cérémonie
TXM_etude_des_moeurs	non-seulement aux étranges et fausses idées que mon	père	avait conçues contre moi, mais encore aux malheurs, et aussi
TXM_etude_des_moeurs	un peintre. --Mon neveu, dit le	père	Rouget que Flore poussa par le coude, voici monsieur Maxence Gilet
TXM_etude_des_moeurs	yeux gris spirituels que Max tenait de son	père	le gentilhomme. Mon oncle doit être bien embêtant, cette belle
TXM_etude_des_moeurs	Vous dépenserez de l'argent... Voyons,	père	Rouget, offrez à votre neveu cent francs par tableau, vous
TXM_etude_des_moeurs	Max et de Flore avec le neveu du	père	Rouget. Enfin, l'anecdote du cadeau des tableaux et des
TXM_etude_des_moeurs	dit Flore, nous savons que monsieur votre	père	fut injuste envers vous. Monsieur votre frère peut vous le dire
TXM_etude_des_moeurs	car il a été mon bienfaiteur, votre	père	(elle prit un ton larmoyant), je m'en souviendrai
TXM_etude_des_moeurs	fond en comble en attendant l'équipage au	père	Rouget ! La première fois que le bonhomme se servit de sa
TXM_etude_des_moeurs	ne quitta plus le vieux garçon. Le	père	Rouget avait consenti sans difficulté à l'opération que Flore lui soumit
TXM_etude_des_moeurs	opération qui se pratiquait sur la fortune du	père	Rouget, puis pour toujours tenir ses amis en haleine. Or
TXM_etude_des_moeurs	. Il fallut aller éveiller monsieur Goddet le	père	. Max avait bien reconnu Fario ; mais quand, à cinq
TXM_etude_des_moeurs	!... Là-dessus, Lousteau-Prangin courut chez son	père	le juge d'instruction. Max fut transporté chez lui par le
TXM_etude_des_moeurs	. Max fut transporté chez lui par le	père	Cognet, par le fils Goddet et par deux personnes qu'on
TXM_etude_des_moeurs	on fit lever. La Cognette et Goddet	père	étaient aux côtés de Max couché sur un matelas qui reposait sur
TXM_etude_des_moeurs	avait éveillé les soupçons, et monsieur Goddet	père	cria : --Gritte, monsieur Joseph Bridau est -il couché ? --Ah
TXM_etude_des_moeurs	de savoir ce qu'on amenait chez le	père	Rouget. --Eh ! bien, il est propre, votre peintre
TXM_etude_des_moeurs	pour les âmes délicates. Quand monsieur Goddet	père	eut sondé la plaie et reconnu que le couteau, détourné par
TXM_etude_des_moeurs	de la science avait été communiqué par Goddet	père	à la Rabouilleuse, à Jean-Jacques Rouget, à Kouski et à
TXM_etude_des_moeurs	propos des tableaux qu'il avait _chippés_ au	père	Rouget. --Ce brigand, car il n'y a qu'à
TXM_etude_des_moeurs	lieutenant de gendarmerie, passèrent de chez le	père	Rouget à la maison Hochon, qui fut gardée au bout du
TXM_etude_des_moeurs	fièvre. --Mais qu'as -tu dit au	père	Mouilleron ? lui demanda François. --Je lui ai dit que j'
TXM_etude_des_moeurs	, le plan de se rendre maîtres du	père	Rouget ; mais les Parisiens ne se sont pas trouvés de force
TXM_etude_des_moeurs	frères en rappelant les services rendus par leur	père	, et l'oubli qu'en avait fait la Restauration. --De
TXM_etude_des_moeurs	et de mécontentement ! Vous avez connu le	père	, mettez au moins les enfants dans le cas de faire fortune
TXM_etude_des_moeurs	difficile de la réalisation des fonds hypothécaires du	père	Rouget et leur placement en une inscription sur le Grand-Livre. L'
TXM_etude_des_moeurs	ce mouvement de fonds. --Les héritiers du	père	Rouget, si le père Rouget change d'avis, me devront
TXM_etude_des_moeurs	--Les héritiers du père Rouget, si le	père	Rouget change d'avis, me devront une belle chandelle ! s'
TXM_etude_des_moeurs	en apprenant l'arrivée du second neveu du	père	Rouget. A la première inquiétude que leur donnerait Philippe, ils
TXM_etude_des_moeurs	pouvoir, en faisant signer une procuration au	père	Rouget, transférer l'inscription, soit à Maxence, soit à
TXM_etude_des_moeurs	os, reprit -il en s'adressant au	père	Rouget. Si son oncle a confiance en moi, il s'
TXM_etude_des_moeurs	--C'est un homme bien honorable, disait Goddet	père	à Max. --Bah ! répondit le commandant Gilet, sa conduite
TXM_etude_des_moeurs	la nuit. Depuis une semaine, le	père	Rouget déjeunait seul, et Dieu sait comme ! Or, le
TXM_etude_des_moeurs	se montra point. Après avoir observé le	père	Rouget et Flore d'un œil perspicace, le colonel jugea nécessaire
TXM_etude_des_moeurs	? Demande un cheval et un char-à-bancs au	père	Cognet, il les faut à l'instant ! tout doit être
TXM_etude_des_moeurs	rente. --Mon cher oncle, dit au	père	Rouget Philippe dont la phraséologie se ressentait de ses liaisons à Paris
TXM_etude_des_moeurs	et s'efforcèrent de donner du cœur au	père	Rouget avec lequel ils se promenèrent pendant environ deux heures. Enfin
TXM_etude_des_moeurs	la fenêtre, voici du nouveau : le	père	Rouget et monsieur Philippe Bridau reviennent ensemble dans la calèche, Benjamin
TXM_etude_des_moeurs	tous deux fort à faire, car le	père	Rouget se livrait à des lamentations d'enfant qui ne cédèrent que
TXM_etude_des_moeurs	voilà mon oncle... En effet, le	père	Rouget, quoi que pût lui dire monsieur Hochon, vint dans
TXM_etude_des_moeurs	révolution accomplie la veille dans le ménage du	père	Rouget. Le résumé de ces conversations fut le même partout.
TXM_etude_des_moeurs	ne voulait pas Flore sans la fortune du	père	Rouget, et qui ne voulait pas montrer le fond de son
TXM_etude_des_moeurs	--Mais il s'agit de la succession du	père	Rouget. On dit que monsieur Gilet allait s'emparer de cinquante
TXM_etude_des_moeurs	Maxence et de son renvoi de chez le	père	Rouget dans tous les groupes, car les simples soldats avaient imaginé
TXM_etude_des_moeurs	bien. Mon oncle, conseillé par le	père	Hochon, a déchiré son testament. » « A Monsieur Giroudeau
TXM_etude_des_moeurs	Pendant un mois, la Rabouilleuse entendit Goddet	père	, son médecin, cet homme si puissant sur l'esprit d'
TXM_etude_des_moeurs	. --D'ailleurs, lui dit un jour Goddet	père	, n'est -ce pas à lui que vous devez cette haute
TXM_etude_des_moeurs	vous aurait jamais laissée vous marier avec le	père	Rouget. Puis, lui dit -il à l'oreille, si
TXM_etude_des_moeurs	messieurs Mignonnet, Carpentier, Hochon et Goddet	père	; le maire et le curé ; puis Agathe Bridau, madame
TXM_etude_des_moeurs	par le vieux lord Dudley, le vrai	père	de de Marsay, que la spirituelle actrice a _fait_, grâce
TXM_etude_des_moeurs	Brazier avait par décence un appartement chez le	père	Rouget ; mais madame Rouget devait appartenir à son mari, elle
TXM_etude_des_moeurs	mourir. Giroudeau se chargea de procurer au	père	Rouget l'agréable mort illustrée plus tard, dit -on, par
TXM_etude_des_moeurs	l'a tuée par la loterie ! Le	père	Rouget aimait la gaudriole et Lolotte l'a tué ! Madame Bridau
TXM_etude_des_moeurs	celle du second naissait. Lorsque son vieux	père	lui donnait une sœur, madame Rogron avait deux enfants majeurs.
TXM_etude_des_moeurs	pays appelé le Marais. Ces Lorrain,	père	et mère de l'officier mort, grand-père et grand'mère paternels de
TXM_etude_des_moeurs	expliquer leurs antécédents et leur caractère. Le	père	Rogron, cet aubergiste de Provins à qui le vieil Auffray avait
TXM_etude_des_moeurs	un morceau de pain à la veuve du	père	Auffray, la grand'mère de Pierrette. Rogron et sa femme possédaient
TXM_etude_des_moeurs	mauvaises habitudes par une rigueur que celle du	père	convertissait en tendresse. On les laissa courailler dans les cours,
TXM_etude_des_moeurs	succession de ce _vieux scélérat_. Cependant le	père	Rogron mit son fils à l'École, il lui acheta un
TXM_etude_des_moeurs	il comptait faire de ses enfants, le	père	Rogron expliquait son système avec une brièveté qui avait, sur celui
TXM_etude_des_moeurs	bêtes que moi, ajoutait -il. Mon	père	m'a donné trois coups de pied, je ne leur en
TXM_etude_des_moeurs	épouser la fille à ce vieux scélérat de	père	Auffray. Sylvie Rogron fut envoyée à cent écus de pension en
TXM_etude_des_moeurs	. Enfin s'il était, comme son	père	, gros et court, ses formes, dénuées du brutal embonpoint
TXM_etude_des_moeurs	affaissement ridicule. La coloration excessive de son	père	était remplacée chez lui par la flasque lividité particulière aux gens qui
TXM_etude_des_moeurs	et de filles de boutique. Mais le	père	Rogron expédiait à ses enfants tous les malheureux voués au commerce par
TXM_etude_des_moeurs	, les Rogron, en deuil de leur	père	, avaient hérité de la maison à peu près volée à la
TXM_etude_des_moeurs	où jadis il fuyait la colère de son	père	pour venir y manger des noix, y gober des mûrons.
TXM_etude_des_moeurs	avaient d'ailleurs entendu quelques récriminations de leur	père	, toujours un peu goguenard et aubergiste. Les deux merciers examinèrent
TXM_etude_des_moeurs	locataires. Ceux -là deviennent usuriers comme le	père	Rogron, ou actionnaires comme tant d'inconnus. Le thème du
TXM_etude_des_moeurs	. Quant à monsieur Tiphaine, son vieux	père	avait fait à sa fille aînée, madame Guénée, de tels
TXM_etude_des_moeurs	il y a trente ans, chez mon	père	, il ne pouvait déjà pas la supporter. --Mais j'ai
TXM_etude_des_moeurs	seule fois ; à monsieur et madame Julliard	père	et fils, mère et belle-fille ; monsieur Lesourd, monsieur le
TXM_etude_des_moeurs	salon que voici, de monsieur Tiphaine le	père	, avec ses gros rideaux de lampasse vert et blanc, avec
TXM_etude_des_moeurs	arrêtait en lui disant : --Comment va,	père	Rogron ? Il causait et demandait des nouvelles de la ville,
TXM_etude_des_moeurs	homme instruit, le vieux monsieur Martener le	père	, en lui montrant la vallée : --Expliquez -moi pourquoi les oisifs
TXM_etude_des_moeurs	impossible, disait le vieux monsieur Martener le	père	. Cette ville a fait faillite. Ici Rogron ouvrait de grands
TXM_etude_des_moeurs	fortune, les huit mille francs que votre	père	.... non, je veux dire votre grand-père lui avait laissés
TXM_etude_des_moeurs	à Joseph Lebas, leur gendre. Son	père	est ce notaire, ce Roguin qui a manqué en 1819 et
TXM_etude_des_moeurs	. Elle avait encouru la disgrâce de ses	père	et mère, qui s'arrangeaient, au su de Vinet,
TXM_etude_des_moeurs	. Sans ressources après la mort de son	père	, Jacques fut mis par ses parents en apprentissage chez un menuisier
TXM_etude_des_moeurs	grands services. Les baux faits par Rogron	père	en 1815, dans des circonstances malheureuses, allaient expirer. L'
TXM_etude_des_moeurs	expropriation de quelques-uns des paysans à qui Rogron	père	avait prêté son argent, et qui s'étaient tués à cultiver
TXM_etude_des_moeurs	situés autour de Provins, choisis par leur	père	comme savent choisir les aubergistes, divisés par petites cultures dont la
TXM_etude_des_moeurs	expliquait pas pourquoi le prétendu camarade de son	père	la traitait si mal, quand il lui passait la main sous
TXM_etude_des_moeurs	l'avocat. N'est -ce pas,	père	Rogron ? dit -il en se tournant vers le maître du logis
TXM_etude_des_moeurs	que les cousins ne remplaçaient pas plus notre	père	ou notre mère que les saints ne remplacent le bon Dieu.
TXM_etude_des_moeurs	_Chuins_ (les Chouans). Heureusement mon	père	m'a appris à imiter leur cri. Donc, je crierai
TXM_etude_des_moeurs	, sur les circonstances de la banqueroute du	père	de madame Tiphaine, un faussaire, disait -on, atteignirent d'
TXM_etude_des_moeurs	et n'y reviendrait jamais. Monsieur Tiphaine	père	mourut, son fils hérita de la terre du Fay, et
TXM_etude_des_moeurs	pour, en considération du nom de son	père	, entrer dans la Garde Royale, où il fut aussitôt admis
TXM_etude_des_moeurs	! mais c'est bien différent, le	père	Frappier me racontait cela tout autrement. --Le père Frappier consulte plus
TXM_etude_des_moeurs	Frappier me racontait cela tout autrement. --Le	père	Frappier consulte plus sa cave que sa mémoire, dit alors un
TXM_etude_des_moeurs	vie pour pouvoir un jour récompenser son pauvre	père	, qui se saignait pour l'élever. Au départ de l'
TXM_etude_des_moeurs	éducation, méprisât considérablement la science, le	père	Séchard envoya son fils à Paris pour y étudier la haute typographie
TXM_etude_des_moeurs	y avoir coûté un rouge liard à son	père	, qui le rappelait pour mettre entre ses mains le timon des
TXM_etude_des_moeurs	qu'il ruminait depuis long-temps. Si le	père	en faisait une bonne, le fils devait en faire une mauvaise
TXM_etude_des_moeurs	, il n'y avait ni fils ni	père	en affaire. S'il avait d'abord vu dans David son
TXM_etude_des_moeurs	, seize cents francs ! Mais, mon	père	, dit David Séchard en laissant tomber l'inventaire, vos presses
TXM_etude_des_moeurs	cuire des œufs ! des sabots que ton	père	a manœuvrés pendant vingt ans, qui lui ont servi à te
TXM_etude_des_moeurs	te faire ce que tu es. Le	père	dégringola l'escalier raboteux, usé, tremblant, sans y chavirer
TXM_etude_des_moeurs	d'aller ce train -là ? dit le	père	à son fils étonné. Le vieux Séchard courut successivement à la
TXM_etude_des_moeurs	en continuant. Dix mille francs, mon	père	! mais c'est à quarante sous la livre, et messieurs
TXM_etude_des_moeurs	y avait pas moyen de discuter avec son	père	. Il fallait tout admettre ou tout refuser, il se trouvait
TXM_etude_des_moeurs	à soutenir un débat d'argent avec son	père	, surtout quand il lui croyait les meilleures intentions ; car il
TXM_etude_des_moeurs	exorbitant, le fils s'écria : —Mon	père	, vous m'égorgez ! —Moi qui t'ai donné la vie
TXM_etude_des_moeurs	était joint un acte de société entre le	père	et le fils. Le bon père louait à la société sa
